gene,population,generation,mutated,mutator,strain
nadR,A+6,5000,FALSE,non-mutator ,REL2178A
ybaL,A+6,5000,FALSE,non-mutator ,REL2178B
topA,A+6,5000,FALSE,non-mutator ,REL2178B
pykF,A+6,5000,TRUE,non-mutator ,REL2178B
spoT,A+6,5000,FALSE,non-mutator ,REL2178B
yijC (fabR),A+6,5000,FALSE,non-mutator ,REL2178B
hslU,A+6,5000,FALSE,non-mutator ,REL2178B
iclR,A+6,5000,TRUE,non-mutator ,REL2178B
nadR,A+6,5000,FALSE,non-mutator ,REL2178B
ybaL,A+6,10000,TRUE,point-mutator,REL4535A
topA,A+6,10000,TRUE,point-mutator,REL4535A
pykF,A+6,10000,TRUE,point-mutator,REL4535A
spoT,A+6,10000,FALSE,point-mutator,REL4535A
yijC (fabR),A+6,10000,FALSE,point-mutator,REL4535A
hslU,A+6,10000,TRUE,point-mutator,REL4535A
iclR,A+6,10000,TRUE,point-mutator,REL4535A
nadR,A+6,10000,TRUE,point-mutator,REL4535A
ybaL,A+6,10000,TRUE,point-mutator,REL4535B
topA,A+6,10000,TRUE,point-mutator,REL4535B
pykF,A+6,10000,TRUE,point-mutator,REL4535B
spoT,A+6,10000,FALSE,point-mutator,REL4535B
yijC (fabR),A+6,10000,FALSE,point-mutator,REL4535B
hslU,A+6,10000,TRUE,point-mutator,REL4535B
iclR,A+6,10000,TRUE,point-mutator,REL4535B
nadR,A+6,10000,TRUE,point-mutator,REL4535B
ybaL,A+6,15000,TRUE,point-mutator,REL7188A
topA,A+6,15000,TRUE,point-mutator,REL7188A
pykF,A+6,15000,TRUE,point-mutator,REL7188A
spoT,A+6,15000,FALSE,point-mutator,REL7188A
yijC (fabR),A+6,15000,TRUE,point-mutator,REL7188A
hslU,A+6,15000,TRUE,point-mutator,REL7188A
iclR,A+6,15000,TRUE,point-mutator,REL7188A
nadR,A+6,15000,TRUE,point-mutator,REL7188A
ybaL,A+6,15000,TRUE,point-mutator,REL7188B
topA,A+6,15000,TRUE,point-mutator,REL7188B
pykF,A+6,15000,TRUE,point-mutator,REL7188B
spoT,A+6,15000,FALSE,point-mutator,REL7188B
yijC (fabR),A+6,15000,TRUE,point-mutator,REL7188B
hslU,A+6,15000,TRUE,point-mutator,REL7188B
iclR,A+6,15000,TRUE,point-mutator,REL7188B
nadR,A+6,15000,TRUE,point-mutator,REL7188B
ybaL,A+6,20000,TRUE,point-mutator,REL8605A
topA,A+6,20000,TRUE,point-mutator,REL8605A
pykF,A+6,20000,TRUE,point-mutator,REL8605A
spoT,A+6,20000,FALSE,point-mutator,REL8605A
yijC (fabR),A+6,20000,TRUE,point-mutator,REL8605A
hslU,A+6,20000,TRUE,point-mutator,REL8605A
iclR,A+6,20000,TRUE,point-mutator,REL8605A
nadR,A+6,20000,TRUE,point-mutator,REL8605A
ybaL,A+6,20000,TRUE,point-mutator,REL8605B
topA,A+6,20000,TRUE,point-mutator,REL8605B
pykF,A+6,20000,TRUE,point-mutator,REL8605B
spoT,A+6,20000,FALSE,point-mutator,REL8605B
yijC (fabR),A+6,20000,TRUE,point-mutator,REL8605B
hslU,A+6,20000,TRUE,point-mutator,REL8605B
iclR,A+6,20000,TRUE,point-mutator,REL8605B
nadR,A+6,20000,TRUE,point-mutator,REL8605B
